"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
1 "LAYING" 0.22159824394 -0.0405139534294 -0.11320355358 -0.24888179828 0.70554977346 0.4458177198 0.0810865342 0.0038382040088 0.010834236361 -0.016553093978 -0.064486124088 0.14868943626 -0.107270949192 -0.04151728689 -0.0740501211 -0.8419291525 -0.8419291525 -0.9543962646 -0.874759548 -0.96346103 -0.9390990524 -0.86706520518 -0.8826668762 -0.9570738838 -0.9224626098 -0.9480609042 -0.850249174586 -0.9521914948 -0.909302721 -0.8617676481 -0.9333003608 -0.8621901854 -0.9423669466 0.122957401949122 0.331177484007337 0.288552886794704 0.187362173440021 0.225012896377312 0.289570966399619 0.0752185969837598 0.163771649066554 0.0880763225445686 0.23421729111206 0.0880388476633163 0.13736305008917 0.172564260864984 0.0661201623548484 0.0792540712205832 0.34981224789847 0.34981224789847 0.154039484219093 0.31538245845808 0.132852076021581 0.130107812286934 0.339788645636426 0.309051085361805 0.0643423470345477 0.144939740881557 0.0769552497419572 0.218188910209093 0.0869265794617323 0.12460690725965 0.346392256321311 0.165389919138589 0.301767298073151 0.139997579985082
1 "SITTING" 0.261237565425532 -0.00130828765170213 -0.104544182255319 0.831509933404255 0.204411592680851 0.332043702765957 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.045350056512766 -0.0919241549361702 0.0629313811914894 -0.0936793807234043 -0.0402118124255319 -0.046702627 -0.948536786170213 -0.948536786170213 -0.987364195531915 -0.93089249 -0.991976341276596 -0.979641238723404 -0.944084550425532 -0.959184889148936 -0.986597022553191 -0.981579467021277 -0.986053092340425 -0.976161464042553 -0.975838585319149 -0.951315544468085 -0.947782922553192 -0.985262126808511 -0.958435589361702 -0.989797547234043 0.0516968225656247 0.151866471015858 0.138360678594562 0.0717975256802739 0.138009139765149 0.11922465321138 0.0271963018681045 0.0303431600948287 0.0192855192609476 0.0566157567537954 0.101985327501179 0.102463356368492 0.0226036303551251 0.0245434613647658 0.0296521364534214 0.169979369819598 0.169979369819598 0.0361713543423634 0.142195681673132 0.0323051405669414 0.0546722179136088 0.16198116438308 0.150284254131327 0.0254586546040459 0.029224342714353 0.018362591849997 0.0571134791524308 0.119660771313782 0.100243986911749 0.167386175594003 0.0425296404355274 0.151474370761677 0.0367228322918592
1 "STANDING" 0.278917629056604 -0.0161375901037736 -0.110601817735849 0.942952000377358 -0.272983832264151 0.0134905823226415 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.0239877347979245 -0.0593972209811321 0.074800751 -0.0996092129056604 -0.0440627877924528 -0.0489505466716981 -0.984278207358491 -0.984278207358491 -0.992367790566038 -0.976493792830189 -0.994966790566038 -0.995249932641509 -0.977070847735849 -0.985297098679245 -0.994630797358491 -0.985418704528302 -0.990752166037736 -0.986386786037736 -0.988984455849057 -0.980773122830189 -0.985356361132075 -0.99254247754717 -0.984617623396226 -0.994815376981132 0.0052741393229331 0.0363316416378927 0.0274481084909406 0.0135877008820328 0.035672318716106 0.034253361354175 0.00265311293352562 0.007660845198194 0.00326932508283739 0.0103298022081838 0.013655140340498 0.0240492537828287 0.0041384711467329 0.00421493661279655 0.00704788101773433 0.0320196532247759 0.0320196532247759 0.00507947462685607 0.0281985416367829 0.00538055069862135 0.0058141341210105 0.0401256474317743 0.0315309907696867 0.00252346271734194 0.00728631688451156 0.00308126634948512 0.0104573390412713 0.0147179058997417 0.0224991647382855 0.0325772441177905 0.00472695392108994 0.028510816312114 0.0057246066619768
1 "WALKING" 0.277330758736842 -0.0173838185273684 -0.111148103547368 0.935223201473684 -0.282165021263158 -0.068102864 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.136971176556842 -0.136971176556842 -0.141428809031579 -0.160979552536842 -0.298703679084211 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.128623450629474 -0.0571194000343158 -0.199252568986316 -0.319308593778947 0.067978132739783 0.0871784521583147 0.0620301284304813 0.0130926333374786 0.017857276473091 0.0446498006525058 0.0917561646703615 0.104032657586352 0.0654666114033403 0.0567905427488851 0.0720805680399914 0.05234188186092 0.0672704025581217 0.0953799072079242 0.0625350967913019 0.0560365565162432 0.0560365565162432 0.113768706577626 0.0653642913343777 0.091757559694167 0.0759465314993961 0.0870485792231659 0.0666827806208189 0.102406184682404 0.111077436067163 0.0730309432982119 0.0552428186234544 0.0734451978487024 0.0490663874324954 0.0425928325706612 0.122148127646665 0.0503532526972754 0.0922725193291038
1 "WALKING_DOWNSTAIRS" 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.931874418979592 -0.266610338979592 -0.0621199585938775 0.0541553164897959 0.0296504490408163 -0.0109719730183673 -0.0350781902989796 -0.0909371290204082 0.0900850142030612 -0.0739592036271429 -0.0439902783367347 -0.0270461061061224 0.0271882914106122 0.0271882914106122 -0.0894474807979592 -0.0757412543673469 -0.295463843346939 0.0382291831510204 0.00154990783591837 -0.225574471693878 -0.0276638676122449 -0.12866715764898 -0.288334735714286 -0.352449631363265 -0.0557022524693878 -0.0318694271979592 0.0965845343040816 0.0262184949326531 -0.185720285744898 -0.281963359177551 0.0932064414062365 0.155150625438384 0.0844507786909177 0.0236063317974897 0.0329676513955834 0.0392019249925292 0.0929504365068902 0.144263054472233 0.111065793215343 0.211440130524507 0.102042469797377 0.0952021564737799 0.0953392946381106 0.140006882069769 0.0981257158530943 0.0992213179846552 0.0992213179846552 0.129663757152448 0.158422188688195 0.161656474309502 0.108457543518206 0.143694798649693 0.0723421185708391 0.0867093134600627 0.148260152607979 0.0998658280371304 0.222769257099178 0.0879392819594027 0.0834934819677785 0.095314606738389 0.145406657358343 0.148262026154992 0.165967806836954
1 "WALKING_UPSTAIRS" 0.255461689622641 -0.0239531492643396 -0.0973020020943396 0.89335109754717 -0.362153364339623 -0.075402939754717 0.101372729922642 0.0194863076188679 -0.0455625449113208 0.050549379754717 -0.166170015088679 0.0583595463981132 -0.122232768011321 -0.0421485884509434 -0.0407125527654717 -0.129927630735849 -0.129927630735849 -0.466503446226415 -0.126735589969811 -0.59488286509434 -0.404321784150943 -0.190976720811321 -0.433349702075472 -0.479875245660377 -0.41344458754717 -0.685474353962264 -0.492611667924528 -0.319474609056604 -0.453597213018868 -0.352395944716981 -0.44265216245283 -0.325961457396226 -0.634665082075472 0.0535479656604657 0.100049786094941 0.0500333179018807 0.0285782532572923 0.0397998264959068 0.0324896692585324 0.0611275547402549 0.0806274203833173 0.0353955305513586 0.179709230908831 0.0836317251149235 0.100849532649937 0.0494907761332643 0.0556575100902315 0.0499154582455537 0.0597328226902942 0.0597328226902942 0.0766750623036911 0.178929551838117 0.0511771541644304 0.0640002887339814 0.104938132426693 0.0587118843997524 0.0653052719913058 0.0815207241249434 0.0377362821202332 0.19375987150599 0.104104943648874 0.0982085105001155 0.0651980982169743 0.0845287848638143 0.196117556091194 0.0574276471935625
2 "LAYING" 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.509754238125 0.752536639375 0.646834879583333 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.01847660675 -0.111800824583333 0.144882846104167 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.977435485208333 -0.977435485208333 -0.987741696041667 -0.950011569583333 -0.991767074166667 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.9864311425 -0.983321635416667 -0.9626718875 -0.975110196458333 -0.985374114791667 -0.972112972708333 -0.990248702291667 0.0385646808805985 0.029959634459228 0.0209994294726935 0.0795599448417268 0.0260246841256205 0.0259648475751809 0.0176909244480229 0.017993882583731 0.00903847730310195 0.0188814883842227 0.0166660880786171 0.0515950606758963 0.00802094245104196 0.0124420194029103 0.0149299334793895 0.0505008248463583 0.0505008248463583 0.0247686681748607 0.0571659518612557 0.0170412507128092 0.0396679600341898 0.0302334506557481 0.0213899561122865 0.0166144346229818 0.0150671458562631 0.00711950257756997 0.0181884572865448 0.016365362282132 0.0477512964401492 0.0435648733858302 0.0270205579187221 0.0580511962281478 0.0188045864641765
2 "SITTING" 0.27708735173913 -0.0156879937282609 -0.109218272456522 0.940477273043478 -0.105630024498783 0.19872676876087 0.0722564387173913 0.0116954511323913 0.00760546929869565 -0.0454706620434783 -0.0599286797043478 0.0412277462173913 -0.0936328412826087 -0.0415602029130435 -0.04358509665 -0.967893623913043 -0.967893623913043 -0.986774713043478 -0.946035087173913 -0.991081493913043 -0.985803840652174 -0.957343498478261 -0.970162172608696 -0.987848793695652 -0.977139702826087 -0.985129050217391 -0.982621389565217 -0.982100923695652 -0.959814822391304 -0.96127374826087 -0.983874698913043 -0.971840596086956 -0.989861950869565 0.0324086421660716 0.0891489476079673 0.0740754031291257 0.0678343951316292 0.110900983266013 0.107680740929512 0.0104671054267681 0.0130620230401572 0.00829277290991146 0.0164492200254792 0.0135533665580811 0.0420366305972749 0.00859218736191687 0.0068522137873974 0.00808481511794375 0.11409643227241 0.11409643227241 0.0157225812079181 0.0466452465675593 0.00950995049684954 0.0330790868911334 0.0939534701839622 0.0785119571295474 0.00898676473647365 0.0110495124477017 0.00717035028433203 0.0161908377172772 0.0148145958955175 0.0393219843350878 0.108923547088823 0.0170276919289999 0.0480543771587926 0.0100921633075509
2 "STANDING" 0.277911472222222 -0.0184208270166667 -0.105908536055556 0.896928566851852 -0.370062696851852 0.129747161222222 0.0747588597592593 0.0103291774794444 -0.00837158846722222 -0.0238623875712963 -0.0820396577592593 0.0878351695481481 -0.105562157888889 -0.042241953537037 -0.0546539479425926 -0.965875181296296 -0.965875181296296 -0.980489077407407 -0.963466341851852 -0.983951904259259 -0.983946739814815 -0.959871697407407 -0.962471195740741 -0.980973241666667 -0.970851337962963 -0.979775152037037 -0.967037112037037 -0.972576152962963 -0.960627696111111 -0.964052166481482 -0.977065295555556 -0.961775904814815 -0.977849827407407 0.0157461115863264 0.0397962517709394 0.0740321338224154 0.0243216403978147 0.0305822127895461 0.0960627822161552 0.024862249846375 0.0276452774281887 0.015354959605796 0.0321572515233902 0.0361235653072575 0.0473995356889672 0.0254888144980068 0.0230861233911894 0.0490465080260143 0.062738685993359 0.062738685993359 0.0303842842015144 0.0646886402819296 0.0381781515972591 0.0141378253378721 0.0397572758813335 0.0795728283856731 0.0223847693785249 0.0260981708755673 0.0121545317151052 0.0294904510219729 0.0353067053010378 0.0380044138363314 0.0601842238940243 0.033690858634507 0.0604029142943663 0.0358161894648775
2 "WALKING" 0.276426586440678 -0.0185949199145763 -0.105500357966102 0.91301733338983 -0.34660709 0.0847270871186441 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.290407593728814 -0.290407593728814 -0.281424153881356 -0.446549092881356 -0.547911950338983 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.324289427932203 -0.169064352813559 -0.530704814745763 -0.583249293389831 0.0526930914770698 0.0876065936139326 0.0434882428774878 0.0136139600019819 0.0184781210519652 0.0133003334532424 0.090750154935915 0.161611614179856 0.0489210072239074 0.0499776709836765 0.0466329424815338 0.0502899934639027 0.126756246807765 0.10974257639032 0.125492029439027 0.0556197999939424 0.0556197999939424 0.120340513531053 0.0536867951787246 0.133622199159901 0.0565234175747097 0.0755714638204724 0.0472602929485306 0.104812973576566 0.181956138721166 0.0559496196985009 0.0438037295295403 0.0483540369476741 0.0444520070371285 0.0388235894494026 0.135499129203728 0.0387118869661197 0.156882750637449
